"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K014","Transports i serveis relacionats","Autobusos diürns","427264.688","4582445.147","427172.786","4582244.212","2.128926","41.388432","BUS -6-7-33-34-63-67-78--","04","19","Les Corts","les Corts","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428294.225","4581632.008","428202.313","4581431.08","2.141335","41.381201","NITBUS -N0--","03","18","Sants-Montjuïc","Sants","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431319.271","4586420.366","431227.332","4586219.393","2.176965","41.424592","BUS -19-V25--","09","62","Sant Andreu","el Congrés i els Indians","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427152.088","4576077.349","427060.185","4575876.473","2.128345","41.33107","BUS -21-109--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428150.08","4585699.279","428058.17","4585498.313","2.139128","41.41782","BUS -119-123-124--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424570.7","4585585.408","424478.823","4585384.444","2.096316","41.416466","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424103.875","4586426.815","424012.003","4586225.844","2.090625","41.424","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424058.065","4586600.619","423966.193","4586399.646","2.090055","41.425561","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432257.337","4582771.183","432165.389","4582570.243","2.1886","41.391805","BUS -B25-B20-H16--","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424616.162","4587267.301","424524.285","4587066.322","2.09665","41.431618","BUS -128--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431485.321","4590523.482","431393.382","4590322.471","2.178486","41.461561","BUS -62-76-104-83-D50-199--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433845.177","4585886.84","433753.215","4585685.871","2.207249","41.419999","BUS -V31-136--","10","73","Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430504.791","4582564.984","430412.859","4582364.047","2.167663","41.389798","BUS -22-24--","02","07","Eixample","la Dreta de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430504.791","4582564.984","430412.859","4582364.047","2.167663","41.389798","NITBUS -N4-N6--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433948.438","4587718.245","433856.476","4587517.259","2.208285","41.436502","BUS -11-V33--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426810.351","4583729.475","426718.453","4583528.528","2.123337","41.399958","BUS -68-V7--","05","23","Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432454.594","4583230.996","432362.644","4583030.052","2.190907","41.395963","BUS -6-H14--","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430770.999","4584531.088","430679.065","4584330.132","2.170621","41.407529","BUS -V21--","02","06","Eixample","la Sagrada Família","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428579.565","4580573.621","428487.65","4580372.703","2.144872","41.371694","BUS -46-65-79-91-109-165-L70-L72-L80-L81-L86-L87-L94-L95-H12-H16-E95--","03","14","Sants-Montjuïc","la Font de la Guatlla","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428335.398","4586201.007","428243.487","4586000.037","2.141286","41.422356","BUS -19-27-119-V17-H4--","07","38","Horta-Guinardó","la Teixonera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431332.63","4590381.592","431240.692","4590180.582","2.176674","41.46027","BUS -83-D50--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429884.066","4579909.68","429792.139","4579708.767","2.160546","41.365829","BUS -150--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428102.434","4586009.53","428010.525","4585808.561","2.138521","41.42061","BUS -119--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433760.949","4583384.109","433668.987","4583183.163","2.206516","41.397451","BUS -H16-V27--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426995.487","4583236.623","426903.587","4583035.68","2.125611","41.395536","BUS -130--","05","23","Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432153.391","4585493.443","432061.444","4585292.478","2.187051","41.416315","BUS -62-H8--","09","63","Sant Andreu","Navas","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431702.009","4583739.029","431610.066","4583538.08","2.181848","41.400475","NITBUS -N0-N3-N7--","02","05","Eixample","el Fort Pienc","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431333.812","4584044.739","431241.873","4583843.788","2.177409","41.403197","NITBUS -N0-N1-N7-N9--","02","06","Eixample","la Sagrada Família","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431040.801","4587792.913","430948.865","4587591.927","2.173476","41.43693","BUS -47-82-D40-V29-D50--","08","45","Nou Barris","Porta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431040.801","4587792.913","430948.865","4587591.927","2.173476","41.43693","NITBUS -N1-N6--","08","45","Nou Barris","Porta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431275.816","4588177.06","431183.878","4587976.07","2.176245","41.44041","BUS -11-76-80-81-H2-D40-V29-D50--","08","51","Nou Barris","Verdun","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428802.36","4584672.701","428710.444","4584471.745","2.147054","41.408632","BUS -22-V17--","05","27","Sarrià-Sant Gervasi","el Putxet i el Farró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429624.237","4585442.173","429532.314","4585241.209","2.156796","41.415635","BUS -24-V19--","06","30","Gràcia","la Salut","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430082.23","4585274.958","429990.302","4585073.996","2.162295","41.414169","NITBUS -N0-N6--","07","34","Horta-Guinardó","Can Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430416.409","4586413.682","430324.479","4586212.709","2.166162","41.424454","BUS -117-V23--","07","36","Horta-Guinardó","la Font d'en Fargues","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427367.796","4586881.258","427275.894","4586680.282","2.129626","41.428395","BUS -112--","07","39","Horta-Guinardó","Sant Genís dels Agudells","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425854.755","4583000.958","425762.866","4582800.018","2.111996","41.393309","BUS -63-68-75-78-H4-V5--","04","21","Les Corts","Pedralbes","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430344.625","4583390.591","430252.695","4583189.646","2.165652","41.39722","NITBUS -N6--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426535.455","4583254.335","426443.56","4583053.392","2.120107","41.395654","BUS -V3--","05","23","Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427250.957","4584288.736","427159.055","4584087.784","2.12854","41.405035","BUS -123--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430487.4","4588354.261","430395.47","4588153.27","2.166788","41.441938","BUS -27-47-60-122-127-V27--","08","49","Nou Barris","Canyelles","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431578.916","4581737.551","431486.974","4581536.621","2.180602","41.382438","BUS -47-120-V17-V15--","01","02","Ciutat Vella","el Barri Gòtic","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433344.334","4583050.979","433252.376","4582850.036","2.201569","41.394416","NITBUS -N6-N8--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428871.871","4585696.842","428779.955","4585495.876","2.147765","41.417863","BUS -22-129-V19--","06","29","Gràcia","el Coll","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428110.227","4586675.197","428018.318","4586474.222","2.138535","41.426606","BUS -19-76-112--","07","39","Horta-Guinardó","Sant Genís dels Agudells","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426051.034","4583302.511","425959.143","4583101.568","2.114307","41.396043","BUS -68-75-H4--","04","21","Les Corts","Pedralbes","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432772.944","4582149.27","432680.991","4581948.336","2.194835","41.386247","NITBUS -N0-N6-N8-N28--","01","03","Ciutat Vella","la Barceloneta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427490.199","4582561.686","427398.295","4582360.749","2.131609","41.389502","NITBUS -N12--","04","19","Les Corts","les Corts","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428529.989","4582440.532","428438.075","4582239.596","2.144059","41.388504","BUS -54--","02","09","Eixample","la Nova Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429402.677","4582154.944","429310.755","4581954.011","2.154529","41.386009","BUS -109-H10--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432839.493","4584254.988","432747.54","4584054.034","2.195397","41.405218","NITBUS -N7--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427565.492","4579197.259","427473.586","4578996.354","2.132912","41.359207","BUS -79-125--","","","","","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432125.81","4589418.114","432033.865","4589217.113","2.186279","41.45166","BUS -127-80-81--","08","53","Nou Barris","la Trinitat Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429511.581","4580212.543","429419.657","4580011.628","2.156058","41.368524","BUS -55--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429616.415","4586441.194","429524.492","4586240.221","2.156586","41.424632","BUS -19-86-87-H2--","07","37","Horta-Guinardó","el Carmel","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429616.415","4586441.194","429524.492","4586240.221","2.156586","41.424632","NITBUS -N4--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429921.002","4587007.488","429829.076","4586806.51","2.160165","41.429759","BUS -185-86-V25--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429793.521","4587793.493","429701.597","4587592.507","2.158548","41.436827","BUS -185--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429522.969","4588221.156","429431.047","4588020.167","2.15526","41.440655","BUS -185--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430751.865","4588001.085","430659.932","4587800.097","2.169994","41.43878","BUS -47-76-B19-82-H4-H2--","08","48","Nou Barris","la Guineueta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431144.618","4588673.729","431052.682","4588472.735","2.174618","41.444872","NITBUS -N6--","08","50","Nou Barris","les Roquetes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428218.994","4582756.384","428127.083","4582555.445","2.140302","41.391321","BUS -6-7-33-34-63-67-V9--","04","19","Les Corts","les Corts","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428108.118","4580112.182","428016.207","4579911.268","2.13929","41.367496","NITBUS -N1-N13-N15-N16-N17-N18--","03","13","Sants-Montjuïc","la Marina de Port","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428498.623","4584315.374","428406.71","4584114.421","2.143462","41.405387","NITBUS -N0--","05","27","Sarrià-Sant Gervasi","el Putxet i el Farró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431874.054","4590446.299","431782.111","4590245.288","2.183149","41.460899","BUS -96-104--","08","56","Nou Barris","Vallbona","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428807.488","4580968.997","428715.571","4580768.075","2.147551","41.375275","NITBUS -N14-N2-N28--","03","15","Sants-Montjuïc","Hostafrancs","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430932.623","4582783.04","430840.687","4582582.1","2.172754","41.391799","BUS -62--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431779.937","4584103.692","431687.993","4583902.74","2.182739","41.403766","BUS -62--","02","06","Eixample","la Sagrada Família","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430894.555","4588872.532","430802.621","4588671.536","2.171602","41.446641","BUS -27--","08","50","Nou Barris","les Roquetes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431557.001","4588728.21","431465.061","4588527.215","2.179548","41.445398","BUS -132-80-81-H2-D50--","08","52","Nou Barris","la Prosperitat","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433657.323","4587299.749","433565.363","4587098.767","2.204846","41.432709","BUS -60--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427751.899","4578847.651","427659.991","4578646.749","2.135182","41.356075","BUS -125--","03","13","Sants-Montjuïc","la Marina de Port","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430939.069","4590407.887","430847.135","4590206.877","2.171959","41.460473","BUS -62-76-83--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429359.658","4587497.717","429267.738","4587296.734","2.15339","41.434125","BUS -102-V25--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427778","4583557.309","427686.093","4583356.363","2.134932","41.398495","BUS -70--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427713.721","4585749.93","427621.815","4585548.964","2.133901","41.418237","BUS -124--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431705.31","4587484.708","431613.368","4587283.725","2.181464","41.434211","BUS -11-132--","08","45","Nou Barris","Porta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427568.228","4586952.193","427476.324","4586751.216","2.132016","41.429052","BUS -112--","07","39","Horta-Guinardó","Sant Genís dels Agudells","",""
"K014","Transports i serveis relacionats","Autobusos diürns","434001.095","4585920.017","433909.132","4585719.047","2.209111","41.420311","BUS -60-H12--","10","73","Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431584.474","4590586.495","431492.534","4590385.483","2.179666","41.462137","BUS -62-104--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432097.422","4584414.085","432005.476","4584213.13","2.186502","41.406589","BUS -62--","10","65","Sant Martí","el Clot","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432128.682","4588381.729","432036.737","4588180.737","2.18643","41.442326","BUS -97-104--","09","60","Sant Andreu","Sant Andreu","",""
